"filename", "language", "JSON", "JSON with Comments", "TypeScript", "SCSS", "Log", "HTML", "Markdown", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\application.scss", "SCSS", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 6, 46
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\application.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\application.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\cover-letter.html", "HTML", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 6, 69
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\cover-letter.scss", "SCSS", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 16, 112
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\cover-letter.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\cover-letter.ts", "TypeScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 13, 87
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\data\cover-letter.actions.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\data\cover-letter.effects.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 5, 60
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\data\cover-letter.facade.ts", "TypeScript", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 17, 100
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\data\cover-letter.reducer.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 2, 9, 83
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\cover-letter\data\cover-letter.selectors.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 10, 40
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dashboard\dashboard.html", "HTML", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 1, 64
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dashboard\dashboard.scss", "SCSS", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 24, 182
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dashboard\dashboard.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dashboard\dashboard.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\data\application-storage.facade.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dir-name\dir-name.html", "HTML", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dir-name\dir-name.scss", "SCSS", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dir-name\dir-name.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\dir-name\dir-name.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\interview-coach\interview-coach.html", "HTML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\interview-coach\interview-coach.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\interview-coach\interview-coach.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\interview-coach\interview-coach.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\job-tracker\job-tracker.html", "HTML", 0, 0, 0, 0, 0, 170, 0, 0, 0, 1, 5, 176
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\job-tracker\job-tracker.scss", "SCSS", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 9, 95
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\job-tracker\job-tracker.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\job-tracker\job-tracker.ts", "TypeScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 9, 15, 121
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\linkedin\linkedin.html", "HTML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\linkedin\linkedin.scss", "SCSS", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\linkedin\linkedin.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\linkedin\linkedin.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\data\resumes.actions.ts", "TypeScript", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 25, 121
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\data\resumes.effects.spec.ts", "TypeScript", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 13, 139
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\data\resumes.effects.ts", "TypeScript", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 9, 122
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\data\resumes.facade.ts", "TypeScript", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 9, 73
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\data\resumes.reducer.ts", "TypeScript", 0, 0, 126, 0, 0, 0, 0, 0, 0, 2, 25, 153
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\data\resumes.selectors.ts", "TypeScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 14, 60
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resume-preview\resume-preview.html", "HTML", 0, 0, 0, 0, 0, 201, 0, 0, 0, 0, 15, 216
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resume-preview\resume-preview.scss", "SCSS", 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 52, 303
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resume-preview\resume-preview.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resume-template-modal\resume-template-modal.html", "HTML", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 3, 54
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resume-template-modal\resume-template-modal.scss", "SCSS", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 26, 183
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resume-template-modal\resume-template-modal.ts", "TypeScript", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 22, 202
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-create\resumes-create.html", "HTML", 0, 0, 0, 0, 0, 344, 0, 0, 0, 8, 19, 371
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-create\resumes-create.scss", "SCSS", 0, 0, 0, 431, 0, 0, 0, 0, 0, 0, 46, 477
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-create\resumes-create.spec.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 12, 57
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-create\resumes-create.ts", "TypeScript", 0, 0, 636, 0, 0, 0, 0, 0, 0, 1, 91, 728
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-edit\resumes-edit.html", "HTML", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 2, 15
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-edit\resumes-edit.scss", "SCSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-edit\resumes-edit.spec.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-edit\resumes-edit.ts", "TypeScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 6, 47
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resume-card\resume-card.html", "HTML", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resume-card\resume-card.scss", "SCSS", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 18, 129
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resume-card\resume-card.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resume-card\resume-card.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resumes-list.html", "HTML", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 31
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resumes-list.scss", "SCSS", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 6, 41
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resumes-list.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-list\resumes-list.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-tailor\resumes-tailor.html", "HTML", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 9, 70
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-tailor\resumes-tailor.scss", "SCSS", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 19, 117
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-tailor\resumes-tailor.spec.ts", "TypeScript", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 13, 116
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes-tailor\resumes-tailor.ts", "TypeScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 12, 104
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes.html", "HTML", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 29
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes.scss", "SCSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\frontend_coder\Documents\projects\ai-job-seek-helper\app\careerforgeai\src\app\pages\application\resumes\resumes.ts", "TypeScript", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 14, 100
